name,locality,cuisines,cost,highlights,aggregate_rating,rating_text,votes,type
The Sunders,Karanpur,Bakery,150,"No Seating Available, Cash, Takeaway Available, Desserts and Bakes",3.1,Average,5,Bakery
Fros Bakers,Jogiwala,"Bakery, Desserts",250,"Cash, No Alcohol Available, Takeaway Available, Indoor Seating, Free Parking, Desserts and Bakes",3.1,Average,4,Bakery
Gods Kitchen,Dharampur,"Bakery, Desserts",250,"No Alcohol Available, Cash, Takeaway Available, No Seating Available, Delivery, Desserts and Bakes",0,Not rated,2,Bakery
Adrash Confectioners,Garhi Cantt,"Fast Food, Desserts, Bakery",200,"Cash, Debit Card, Takeaway Available, Delivery, Credit Card, Indoor Seating, Air Conditioned, Desserts and Bakes, Digital Payments Accepted",3,Average,4,Confectionery
Nirmal Bakers,Paltan Bazaar,"Fast Food, Desserts, Bakery",200,"No Seating Available, Takeaway Available, Cash, Pre-Ordering Required, Digital Payments Accepted, Desserts and Bakes",0,Not rated,1,Bakery
Sugar Free Cafe and Bakers,Malsi,Bakery,300,"Cash, Takeaway Available, Indoor Seating, Desserts and Bakes, Digital Payments Accepted",0,Not rated,1,Bakery
Refreshing Centre,Ballupur,"Bakery, Fast Food",200,"No Alcohol Available, Dinner, Takeaway Available, Cash, Lunch, Indoor Seating, Outdoor Seating, Digital Payments Accepted, Free Parking, Desserts and Bakes",0,Not rated,2,Bakery
Doon Memories Cakes & Cookies,Ballupur,Bakery,200,"Cash, No Seating Available, Takeaway Available, No Alcohol Available, Desserts and Bakes",0,Not rated,1,Bakery
Pearl Bakery,Race Course,"Bakery, Desserts",250,"Delivery, Cash, Takeaway Available, Indoor Seating, Air Conditioned, Desserts and Bakes, Digital Payments Accepted",0,Not rated,0,Bakery
Divyansh Cake Superior,Prem Nagar,"Bakery, Desserts",300,"No Seating Available, Takeaway Available, Cash, Desserts and Bakes",0,Not rated,0,Bakery
Uttar Sweets & Bakers,Krishna Nagar,Bakery,250,"Cash, Takeaway Available, Desserts and Bakes",0,Not rated,0,Bakery
Bhatia Dhaba,Prem Nagar,North Indian,200,"No Alcohol Available, Lunch, Takeaway Available, Cash, Dinner, Indoor Seating",3.8,Good,88,Dhaba
Daddys Restaurant,Jakhan,North Indian,500,"Delivery, Indoor Seating",3.9,Good,79,Dhaba
Delhi Chicken Point,Jakhan,North Indian,400,"Cash, Indoor Seating",3.6,Good,58,Dhaba
Aaqa Dhaba,Paltan Bazaar,North Indian,350,"Delivery, Takeaway Available, Cash, Lunch, Dinner, No Alcohol Available, Indoor Seating, Digital Payments Accepted",3.4,Average,30,Dhaba
Vishal Dhaba,Prem Nagar,"North Indian, Chinese",200,"No Alcohol Available, Lunch, Takeaway Available, Cash, Dinner, Breakfast, Indoor Seating, Digital Payments Accepted",3.2,Average,14,Quick Bites
Bonnies Punjabi Tadkaa,Race Course,"North Indian, Chinese",500,"Lunch, Dinner, Cash, Takeaway Available, No Alcohol Available, Indoor Seating",3.7,Good,32,Dhaba
Pehalwan Paratha Dhaba,Malsi,North Indian,400,"Dinner, Delivery, Breakfast, Lunch, Cash, Takeaway Available, Indoor Seating",3.3,Average,17,Dhaba
Pahalwan Paratha Dhabba,Ballupur,North Indian,400,"Breakfast, Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating",4,Very Good,3,Dhaba
Hotel Shree Ram - JB Foods,Race Course,"Chinese, North Indian, South Indian",500,"No Alcohol Available, Breakfast, Dinner, Takeaway Available, Cash, Lunch, Indoor Seating",3.1,Average,16,Dhaba
Chauhan Restaurant,Race Course,North Indian,250,"Breakfast, Dinner, Lunch, Indoor Seating, Pure Veg",3.2,Average,6,Casual Dining
Mayur Star Dhaba Karnal  Wale,Malsi,"North Indian, Fast Food",400,"Breakfast, Dinner, Cash, Lunch, Takeaway Available, Pure Veg, Indoor Seating",3.1,Average,6,Dhaba
Rohan Fast Food & Restaurant,Prem Nagar,"Fast Food, Chinese, North Indian",150,"No Alcohol Available, Cash, Dinner, Takeaway Available, Lunch, Indoor Seating, Pure Veg",0,Not rated,3,Dhaba
Punjabi Rasoi and Fast Food,Prem Nagar,"North Indian, Fast Food",150,"No Alcohol Available, Lunch, Cash, Takeaway Available, Dinner, Delivery, Indoor Seating, Pure Veg",3,Average,4,Dhaba
Krishna Restaurant,Chukkuwala,North Indian,200,"Lunch, Cash, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating, Digital Payments Accepted",0,Not rated,1,Dhaba
Wali Restaurant,Paltan Bazaar,North Indian,350,"Lunch, Dinner, Takeaway Available, Cash, No Alcohol Available, Indoor Seating, Digital Payments Accepted",0,Not rated,2,Dhaba
Rajadhani Dhaba,Morowala,Street Food,150,"No Alcohol Available, Lunch, Dinner, Takeaway Available, Cash, Breakfast, Pure Veg, Indoor Seating",0,Not rated,3,Dhaba
Arora Restaurant,Chukkuwala,"Fast Food, North Indian",0,"Takeaway Available, No Alcohol Available, Lunch, Cash, Dinner, Indoor Seating",0,Not rated,3,Dhaba
Punjabi Restaurant,Morowala,North Indian,250,"Lunch, Dinner, Takeaway Available, Cash, No Alcohol Available, Indoor Seating",0,Not rated,2,Dhaba
Moon Light,Jakhan,"North Indian, Fast Food",350,"No Alcohol Available, Dinner, Takeaway Available, Cash, Lunch, Outdoor Seating",0,Not rated,2,Dhaba
Ankit Ghadwaali Restaurant,Balliwala,"North Indian, Fast Food",200,"No Alcohol Available, Cash, Lunch, Takeaway Available, Breakfast, Dinner, Indoor Seating, Pure Veg",0,Not rated,2,Quick Bites
Dhaba Shams-Ud-Din,Paltan Bazaar,North Indian,150,"Dinner, Lunch, Indoor Seating",0,Not rated,1,Dhaba
National Hotel,Race Course,North Indian,400,"Lunch, Dinner, No Alcohol Available, Takeaway Available, Cash, Table Reservation Not Required, Indoor Seating",0,Not rated,1,Casual Dining
Chandra Restaurant,Prem Nagar,North Indian,150,"No Alcohol Available, Cash, Lunch, Takeaway Available, Dinner, Indoor Seating, Pure Veg",0,Not rated,0,Quick Bites
Small Chop Restaurant,Majra,North Indian,600,"Dinner, No Alcohol Available, Cash, Lunch, Takeaway Available, Breakfast, Indoor Seating, Free Parking",0,Not rated,0,Dhaba
Rawat Restaurant,Morowala,North Indian,200,"Dinner, Lunch, Indoor Seating",0,Not rated,0,Dhaba
Dhaba Shakeel Ahmed,Paltan Bazaar,North Indian,150,"Dinner, Lunch, Indoor Seating",0,Not rated,0,Dhaba
Rawat Family Restaurant,Morowala,North Indian,300,"Lunch, Dinner, Takeaway Available, Breakfast, No Alcohol Available, Cash, Pure Veg, Indoor Seating",0,Not rated,0,Dhaba
Freshen Up Eatery,Race Course,North Indian,200,"Lunch, Dinner, Takeaway Available, Cash, No Alcohol Available, Outdoor Seating",0,Not rated,0,Dhaba
Darshan Restaurant,Race Course,North Indian,200,"Lunch, Dinner, Takeaway Available, Cash, No Alcohol Available, Indoor Seating",0,Not rated,0,Dhaba
Ankar Restaurant,Paltan Bazaar,North Indian,350,"Dinner, Lunch, Indoor Seating",0,Not rated,0,Dhaba
Edisons Experiments With Milk,Garhi Cantt,"Beverages, Desserts",300,"Cash, Delivery, Credit Card, Takeaway Available, Debit Card, Indoor Seating, Smoking Area",3.6,Good,24,Beverage Shop
Gulati Juice Corner,Karanpur,Juices,200,"Cash, Takeaway Available, Outdoor Seating",3.6,Good,28,Beverage Shop
Haathi Chai Shoppe,Rajpur,"Beverages, Fast Food",0,"Takeaway Available, Breakfast, No Alcohol Available, Cash, Lunch, Indoor Seating",3.2,Average,7,Beverage Shop
OPress Juice & Joy,Khurbura,"Beverages, Juices",150,"No Seating Available, Delivery, Cash, Takeaway Available, Digital Payments Accepted",3.4,Average,8,Beverage Shop
Joy Dairy and Fruit Juice,Karanpur,Beverages,150,"Cash, Credit Card, Takeaway Available, Debit Card, Outdoor Seating, Indoor Seating, Digital Payments Accepted",3.1,Average,4,Beverage Shop
Delhi Fruit Juice,Hathibarkala Salwala,Juices,150,"Cash, Takeaway Available, No Seating Available, Digital Payments Accepted",0,Not rated,2,Beverage Shop
Juicers & Shakers,Subhash Nagar,"Beverages, Juices",150,"Cash, Takeaway Available, Indoor Seating",0,Not rated,0,Beverage Shop
Shreya Tea Point,Rajpur,"Beverages, Fast Food",0,"Cash, Takeaway Available, Outdoor Seating",0,Not rated,2,Beverage Shop
Shwet Dhara Milk Bar,Chironwali,Beverages,150,"No Seating Available, Cash, Takeaway Available",0,Not rated,1,Quick Bites
Refuel Angeethi Momos & Mocktails,Jogiwala,"BBQ, Beverages",250,"Dinner, Takeaway Available, Cash, Free Parking, Digital Payments Accepted, Indoor Seating",0,Not rated,0,Quick Bites
Sethi Shakes Corner,Subhash Nagar,"Beverages, Juices",300,"No Seating Available, Cash, Takeaway Available",0,Not rated,0,Beverage Shop
Pizza Hut,"Pacific Mall, Jakhan","Italian, Pizza",600,"Mall Parking, Credit Card, Debit Card, Lunch, Dinner, Takeaway Available, Delivery, Cash, Self Service, Air Conditioned, Indoor Seating, Digital Payments Accepted",3.5,Good,77,Food Court
Andaaz-E-Lucknow,"Pacific Mall, Jakhan",North Indian,200,"Credit Card, Lunch, Cash, No Alcohol Available, Mall Parking, Takeaway Available, Dinner, Debit Card, Indoor Seating",3.6,Good,54,Food Court
Taste Of America,"Pacific Mall, Jakhan",American,400,"Cash, Lunch, Debit Card, Credit Card, Mall Parking, Takeaway Available, Breakfast, No Alcohol Available, Dinner, Indoor Seating, Air Conditioned, Wifi, Kid Friendly, Self Service",3.6,Good,30,Casual Dining
Doon Chowpati,Kaonli,"South Indian, Chinese",500,"Cash, Takeaway Available, Dinner, Lunch, Delivery, Outdoor Seating",3.4,Average,28,Food Court
Vango,"Pacific Mall, Jakhan",South Indian,450,"No Alcohol Available, Debit Card, Takeaway Available, Lunch, Mall Parking, Cash, Dinner, Credit Card, Air Conditioned, Pure Veg, Indoor Seating, Self Service, Digital Payments Accepted",3.1,Average,17,Quick Bites
Hungry Jax,Balliwala,"Fast Food, Italian",250,"Lunch, Delivery, Credit Card, Dinner, Cash, Takeaway Available, Debit Card, Air Conditioned, Indoor Seating",3.2,Average,9,Food Court
Grill Inn,Raipur,Fast Food,300,"Dinner, Cash, Debit Card, Lunch, Credit Card, Indoor Seating, Air Conditioned",3.3,Average,7,Food Court
Moti Mahal,"Pacific Mall, Jakhan",North Indian,700,"Credit Card, Lunch, No Alcohol Available, Mall Parking, Dinner, Delivery, Debit Card, Takeaway Available, Cash, Indoor Seating, Self Service, Air Conditioned",3.4,Average,15,Quick Bites
Chefs Chinese,"Pacific Mall, Jakhan",Chinese,500,"No Alcohol Available, Lunch, Credit Card, Dinner, Mall Parking, Debit Card, Takeaway Available, Cash, Air Conditioned, Self Service, Indoor Seating, Digital Payments Accepted",3.1,Average,5,Quick Bites
Tastyland.in,Chironwali,"Chinese, North Indian, Continental",400,"Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Indoor Seating, Digital Payments Accepted",0,Not rated,2,Food Court
Full-Full Desi,"Crossroads Mall, Karanpur","North Indian, Biryani",450,"Dinner, Cash, Credit Card, Debit Card, Lunch, Mall Parking, Indoor Seating, Air Conditioned",0,Not rated,3,Food Court
Yum Yum Cha,Hathibarkala Salwala,"North Indian, Chinese, Continental",200,"Cash, Credit Card, Dinner, Takeaway Available, Debit Card, Lunch, Indoor Seating, Digital Payments Accepted",0,Not rated,0,Food Court
aAL-Baik Family Restaurant,Chironwali,"Fast Food, North Indian",700,"Debit Card, Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery, Indoor Seating, Digital Payments Accepted, Air Conditioned",0,Not rated,2,Food Court
Bikano Chaat Cafe,Rajpur,"North Indian, South Indian, Chinese, Street Food",400,"Dinner, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Indoor Seating, Self Service",0,Not rated,0,Food Court
The Nebula Restro Pub,Ballupur,"North Indian, Chinese, Fast Food",0,"Debit Card, Cash, Takeaway Available, Live Music, Indoor Seating, Fullbar, Outdoor Seating, Digital Payments Accepted",0,Not rated,3,Casual Dining
Bikano,"Pacific Mall, Jakhan","North Indian, South Indian",500,"Debit Card, Takeaway Available, No Alcohol Available, Dinner, Cash, Breakfast, Lunch, Credit Card, Mall Parking, Wheelchair Accessible, Self Service, Digital Payments Accepted, Indoor Seating, Pure Veg",3.7,Good,50,Kiosk
Flavors of India,Balliwala,"Street Food, Fast Food",250,"Cash, Dinner, Outdoor Seating, Pure Veg",3.4,Average,21,Quick Bites
Coolz & Hotz,"Pacific Mall, Jakhan",Fast Food,200,"No Seating Available, Takeaway Available, Lunch, Mall Parking, Dinner, Cash, Self Service",0,Not rated,1,Kiosk
Sai Chaap Corner,Chukkuwala,North Indian,250,"Cash, Dinner, Takeaway Available, Outdoor Seating, Digital Payments Accepted",0,Not rated,0,Kiosk
Classical Point Momos,Jogiwala,Fast Food,150,"Dinner, Cash, Standing Tables, Takeaway Available, Digital Payments Accepted",0,Not rated,0,Kiosk
Dope,Rajpur,"North Indian, Fast Food",400,"Cash, Delivery, Dinner, Takeaway Available, Outdoor Seating",3.8,Good,94,Food Truck
Pahaadi Gaadi,Rajpur,"Fast Food, Chinese, Kebab",350,"No Seating Available, Takeaway Available, Dinner, Cash, Digital Payments Accepted",3.8,Good,15,Food Truck
R Foods,Balliwala,Fast Food,300,"No Seating Available, Dinner, Takeaway Available, Lunch, Cash",3.2,Average,6,Food Truck
Street Surfer,Malsi,Fast Food,250,"Cash, Lunch, Takeaway Available, Dinner, Outdoor Seating, Digital Payments Accepted",3.1,Average,5,Quick Bites
Bhook Lagi,Ballupur,Mughlai,500,"Cash, Delivery, Takeaway Available, Outdoor Seating, Digital Payments Accepted",0,Not rated,3,Food Truck
Semeions,Ballupur,"Chinese, Fast Food",200,"Takeaway Available, Dinner, Cash, Delivery, Outdoor Seating, Digital Payments Accepted",0,Not rated,2,Food Truck
The Food Safari,Majra,Fast Food,150,"No Seating Available, Dinner, Lunch, Cash",0,Not rated,1,Food Truck
Meat Mart,Ballupur,Raw Meats,200,Indoor Seating,3.1,Average,4,Quick Bites
Jhatka Mutton Shop,Race Course,Raw Meats,0,"No Seating Available, Cash, Takeaway Available",0,Not rated,1,Butcher Shop
Sanjay Mutton & Chicken Shop,Hathibarkala Salwala,Raw Meats,300,"No Seating Available, Takeaway Available, Cash, Halal",0,Not rated,1,Butcher Shop
Lemon Chilli Pure Veg,Race Course,"North Indian, Chinese",200,"Dinner, Cash, Takeaway Available, Lunch, Delivery, Indoor Seating, Pure Veg",3.6,Good,18,Bhojanalya
Bustan Bakers and Confectionners,Subhash Nagar,"Bakery, Chinese, Fast Food",200,"Cash, Takeaway Available",3.4,Average,12,Confectionery
Deepu Mukhwas,Jakhan,Desserts,200,"Takeaway Available, Credit Card, Cash, Delivery, Debit Card",3.1,Average,5,Confectionery
House of Candy,"Pacific Mall, Jakhan",Desserts,150,"Takeaway Available, Debit Card, Credit Card, Cash, Mall Parking, Digital Payments Accepted",0,Not rated,2,Confectionery
Adarsh confectioners,Garhi Cantt,"Fast Food, Bakery",200,"Delivery, Cash, Takeaway Available, Indoor Seating",0,Not rated,1,Confectionery
Sugar Threads Express,"Pacific Mall, Jakhan",Desserts,150,"Takeaway Available, Debit Card, Cash, Credit Card, Mall Parking, Digital Payments Accepted",0,Not rated,0,Confectionery
Annapurna Andhra Mess,Majra,"South Indian, North Indian",200,"Dinner, Delivery, Breakfast, Lunch, Cash, Takeaway Available, Indoor Seating",3.7,Good,40,Mess
Banarasi Paan Cafe,Chukkuwala,Paan,150,"Cash, Takeaway Available",3.1,Average,4,Paan Shop
Lakshmi Restaurant,Paltan Bazaar,"South Indian, North Indian, Street Food",200,"Dinner, Takeaway Available, Lunch, Cash, Pure Veg, Indoor Seating",3.8,Good,144,Restaurant/Shop
Nirvana,Chironwali,"North Indian, Biryani, Chinese",500,"Lunch, Cash, Credit Card, Debit Card, Serves Alcohol, Dinner, Delivery, DJ, Nightlife, Live Music, Digital Payments Accepted, Wifi, Table booking recommended, Dance Floor, Fullbar, Indoor Seating, Air Conditioned, Smoking Area, Buffet",3.6,Good,18,Quick Bites
Bombay Palace Bar & Restaurant,Race Course,"North Indian, Chinese",400,"Cash, Lunch, Takeaway Available, Dinner, Above 18 Only, Air Conditioned, Fullbar, Indoor Seating, Nightlife, Digital Payments Accepted",0,Not rated,3,Quick Bites
Rukkbay,Kaonli,"Bakery, Beverages, Cafe, Coffee, Fast Food, Finger Food, Modern Indian",400,"Lunch, Delivery, No Alcohol Available, Dinner, Cash, Takeaway Available, Indoor Seating, Digital Payments Accepted",3.3,Average,12,Quick Bites
Time To Tea,Rajpur,"Tea, Cafe, Continental",500,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Credit Card, Indoor Seating, Digital Payments Accepted",0,Not rated,3,Quick Bites
Norjin,Subhash Nagar,"Tibetan, Chinese",0,"Lunch, Cash, Breakfast, No Alcohol Available, Dinner, Takeaway Available, Indoor Seating",3.8,Good,35,Quick Bites
Chicken Xpress,Dharampur,"North Indian, Fast Food",400,"Lunch, Cash, Breakfast, Dinner, Takeaway Available, Outdoor Seating, Indoor Seating",3.6,Good,40,Quick Bites
The Hunger Point,Rajpur,"North Indian, Fast Food",200,"Lunch, Delivery, Credit Card, Dinner, Cash, Takeaway Available, Breakfast, Free Parking, Outdoor Seating",3.6,Good,31,Quick Bites
Taka Tak,Ballupur,"North Indian, Chinese, South Indian",400,"Lunch, Cash, Credit Card, Debit Card, Dinner, Takeaway Available, Breakfast, Outdoor Seating, Indoor Seating, Digital Payments Accepted",3.1,Average,22,Quick Bites
Siddharth Restaurant,Race Course,"North Indian, South Indian",600,"Credit Card, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Debit Card, Air Conditioned, Indoor Seating, Pure Veg, Table booking recommended",3.1,Average,40,Restaurant/Shop
Sagar Restaurant - Hotel Ashrey,Race Course,"North Indian, Chinese, Fast Food",600,"Dinner, Debit Card, Breakfast, Lunch, Credit Card, Cash, Wifi, Air Conditioned, Outdoor Seating",3.6,Good,32,Casual Dining
Chuski Chai,Balliwala,Tea,200,"Breakfast, Delivery, Cash, Outdoor Seating, Digital Payments Accepted, Table booking recommended",3.7,Good,26,Quick Bites
Doon Memories Bakers & Cafe,Subhash Nagar,"Bakery, Chinese, Fast Food",300,"Dinner, Takeaway Available, Breakfast, Lunch, Delivery, Credit Card, Debit Card, Indoor Seating",3.5,Good,24,Quick Bites
Ladpur Restaurant,Raipur,"Chinese, North Indian",300,"Dinner, Delivery, Breakfast, Lunch, Cash, Takeaway Available, Indoor Seating",3.7,Good,45,Quick Bites
Innovation,Morowala,Fast Food,250,"No Alcohol Available, Cash, Dinner, Takeaway Available, Lunch, Breakfast, Outdoor Seating",3.5,Good,25,Quick Bites
Aman Bhojanalaya,Paltan Bazaar,North Indian,250,"Breakfast, Dinner, Lunch, Indoor Seating, Pure Veg",3.6,Good,45,Restaurant/Shop
Doon Vegetarian,Dharampur,"North Indian, Chinese",200,"Lunch, Cash, Takeaway Available, No Alcohol Available, Dinner, Delivery, Breakfast, Indoor Seating",3.1,Average,22,Quick Bites
Chill Out Cafe,Karanpur,"North Indian, Chinese",200,"Dinner, Cash, Takeaway Available, Debit Card, Lunch, Delivery, Breakfast, Indoor Seating, Digital Payments Accepted",3.3,Average,11,Quick Bites
Mughal Zaika,Paltan Bazaar,North Indian,450,"Lunch, Delivery, Dinner, Cash, Breakfast, Air Conditioned, Outdoor Seating",3.5,Good,32,Casual Dining
Lemon Chilli Family Restaurant,Jogiwala,"North Indian, Chinese",400,"Lunch, Delivery, Breakfast, No Alcohol Available, Dinner, Cash, Takeaway Available, Indoor Seating, Digital Payments Accepted",3.4,Average,24,Quick Bites
New Uska Punjabi Dhaba,Race Course,"North Indian, Fast Food, Desserts, Chinese, Bakery",300,"No Alcohol Available, Lunch, Takeaway Available, Cash, Dinner, Breakfast, Indoor Seating, Pure Veg, Digital Payments Accepted, Free Parking",3.3,Average,17,Quick Bites
Jaiswals Restaurant and Confectionery,Dharampur,North Indian,400,"No Alcohol Available, Delivery, Lunch, Cash, Takeaway Available, Breakfast, Free Parking, Digital Payments Accepted, Pure Veg, Indoor Seating",3.2,Average,10,Quick Bites
Abhinandan,Jogiwala,"Chinese, Continental",500,"Lunch, Takeaway Available, Cash, Breakfast, Dinner, Credit Card, Free Parking, Pure Veg, Free Wifi, Air Conditioned, Desserts and Bakes, Indoor Seating",3.2,Average,9,Casual Dining
Paapipet,Jakhan,"North Indian, Chinese",500,"Cash, Debit Card, Lunch, No Alcohol Available, Delivery, Credit Card, Breakfast, Dinner, Takeaway Available, Indoor Seating",3.4,Average,21,Quick Bites
Indian Bites,Majra,"North Indian, Chinese",500,"Dinner, Cash, Breakfast, Lunch, Takeaway Available, Indoor Seating, Digital Payments Accepted",3.1,Average,4,Casual Dining
Jaideep Restaurant,Hathibarkala Salwala,North Indian,350,"Delivery, Lunch, Breakfast, Dinner, Indoor Seating",3.5,Good,21,Restaurant/Shop
Valcano - Hotel Viceroy Inn,Majra,"North Indian, Chinese, Continental",800,"Takeaway Available, Lunch, Dinner, Breakfast, Cash, Credit Card, Debit Card, Indoor Seating, Fullbar, Table Reservation Not Required, Axis Bank - Dining Delights",3,Average,9,Casual Dining
KJ,Garhi Cantt,"Rolls, Fast Food",350,"Delivery, Lunch, Takeaway Available, No Alcohol Available, Cash, Dinner, Outdoor Seating, Free Parking, Digital Payments Accepted",3.5,Good,33,Quick Bites
Mr Burger Hut,Subhash Nagar,Fast Food,300,"Cash, Takeaway Available, Lunch, Delivery, Indoor Seating",3.5,Good,25,Quick Bites
K.K Kabab Corner,Jakhan,"North Indian, Fast Food",350,"Takeaway Available, Lunch, Delivery, No Alcohol Available, Cash, Dinner, Indoor Seating, Free Parking, Digital Payments Accepted",3.6,Good,44,Quick Bites
Gagar Restaurant,Morowala,"North Indian, Chinese",200,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Indoor Seating",3.6,Good,32,Quick Bites
Burger Singh - Big Punjabi Burgers,Ballupur,"Fast Food, Burger",300,"No Alcohol Available, Dinner, Cash, Credit Card, Lunch, Takeaway Available, Debit Card, Digital Payments Accepted, Indoor Seating, Air Conditioned",3.7,Good,35,Quick Bites
